what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563067995877
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068002635
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068009662
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563068012985
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563068013644
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068024095
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068030340
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068040743
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068051455
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068064291
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068064433
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068064695
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068068914
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068089058
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068090246
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068135417
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068148589
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068158704
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068162395
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068167994
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068173088
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068175046
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1563068181939
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068195168
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1563068201739
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.ui",1563068206234
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068208545
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068214244
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068215908
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068222273
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068321230
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068333658
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068596011
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1563068601860
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1563068603005
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068622352
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068622367
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068625199
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068627845
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068627936
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068627936
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1563068632001
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068653995
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068676758
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068698091
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068698098
opened,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068698150
activated,perspective,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.JavaPerspective",1563068698150
started,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1563068701443
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1563068701490
started,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1563068701617
started,bundle,org.eclipse.mylyn.wikitext.core,1.3.1.v20100823-0100-e3x,"org.eclipse.mylyn.wikitext.core",1563068702089
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068702112
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068702140
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068713127
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068730633
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068730735
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563068730816
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068777805
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068779698
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068796890
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068799448
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068882896
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563068884254
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563068937981
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1563068981506
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1563068997572
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563069059645
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563069067942
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1563069072997
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563069082091
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563069098707
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1563069145454
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1563069154291
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069160595
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069164810
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069187878
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069214911
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069223030
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069230033
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069235778
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1563069257972
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1563069259325
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069262219
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1563069265073
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1563069278923
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1563069281882
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1563069288828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069289137
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069291618
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1563069301868
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069302076
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069305976
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069309200
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1563069331047
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.lineStart",1563069345994
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563069346402
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1563069346893
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1563069350032
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069355220
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069358056
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069375523
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069378604
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069381499
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069391447
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069399353
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1563069401775
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069414706
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069422397
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069427180
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069429716
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.1.v201008170101,"org.eclipse.wst.jsdt.debug.core",1563069429981
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1563069430141
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1563126247545
started,bundle,org.eclipse.osgi,3.6.1.R36x_v20100806,"org.eclipse.osgi",1563126247546
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1563126247548
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1563126247548
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1563126247549
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1563126247550
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1563126247551
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1563126247552
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1563126247552
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1563126247553
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1563126247554
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1563126247555
started,bundle,org.eclipse.core.resources,3.6.0.R36x_v20100825-0600,"org.eclipse.core.resources",1563126247556
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1563126247556
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1563126247557
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1563126247558
